age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
46.2 - 60.8,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Machine-op-inspct,Unmarried,Other,Female,20.6 - 40.2,Puerto-Rico,<=50K,Puerto-Rico,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,9th,Never-married,Machine-op-inspct,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,5th-6th,Separated,Priv-house-serv,Unmarried,Other,Female,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,9th,Divorced,Other-service,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,Black,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Federal-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Federal-gov,HS-grad,Married-civ-spouse,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,9th,Never-married,Other-service,Unmarried,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
31.6 - 46.2,Private,Some-college,Divorced,Sales,Unmarried,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,11th,Divorced,Craft-repair,Own-child,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,20.6 - 40.2,Mexico,<=50K,Mexico,0
46.2 - 60.8,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,Columbia,<=50K,Columbia,0
46.2 - 60.8,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,10th,Married-civ-spouse,Sales,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Separated,Transport-moving,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20.6 - 40.2,Japan,<=50K,Japan,0
31.6 - 46.2,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,10th,Divorced,Handlers-cleaners,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,11th,Widowed,Other-service,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Assoc-acdm,Divorced,Tech-support,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,≥ 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
≥ 75.4,Private,Masters,Never-married,Exec-managerial,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Separated,Other-service,Other-relative,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,Hungary,<=50K,Hungary,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,Mexico,<=50K,Mexico,0
31.6 - 46.2,Self-emp-not-inc,7th-8th,Never-married,Craft-repair,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Assoc-acdm,Widowed,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Divorced,Handlers-cleaners,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,1st-4th,Widowed,Other-service,Other-relative,White,Female,< 20.6,Mexico,<=50K,Mexico,0
< 31.6,Local-gov,HS-grad,Divorced,Tech-support,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,11th,Divorced,Transport-moving,Not-in-family,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Local-gov,Some-college,Divorced,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,10th,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,< 20.6,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Other-relative,Black,Female,20.6 - 40.2,Dominican-Republic,<=50K,Dominican-Republic,0
46.2 - 60.8,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,12th,Never-married,Sales,Own-child,Black,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,≥ 79.4,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20.6 - 40.2,Jamaica,>50K,Jamaica,0
46.2 - 60.8,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,< 20.6,Philippines,<=50K,Philippines,0
46.2 - 60.8,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Federal-gov,Some-college,Separated,Adm-clerical,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
46.2 - 60.8,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
